Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment_RuleBased,Cluster,Segment
12471,6,32,266.78,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
12472,66,34,431.41,1,3,4,8,134,At Risk,1,At Risk
12473,18,45,408.73,4,5,4,13,454,Champions,3,Champions
12474,4,31,265.52,5,2,2,9,522,New Customers,0,Loyal Customers
12475,43,28,267.55,2,1,2,5,212,Lost,2,Lost
12476,26,35,282.5,4,4,2,10,442,Potential Loyalists,1,At Risk
12477,13,24,161.58,5,1,1,7,511,New Customers,2,Lost
12478,20,36,181.59,4,4,1,9,441,Hibernating,2,Lost
12479,14,39,512.64,5,5,5,15,555,Champions,3,Champions
12480,63,30,225.92,1,2,1,4,121,Lost,2,Lost
12481,26,42,316.85,4,5,2,11,452,Potential Loyalists,3,Champions
12482,47,34,325.75,2,3,3,8,233,At Risk,1,At Risk
12483,28,34,422.32,3,3,4,10,334,Loyal Customers,3,Champions
12484,62,33,276.23,1,3,2,6,132,Hibernating,1,At Risk
12485,25,40,633.5699999999999,4,5,5,14,455,Champions,3,Champions
12486,19,31,318.98,4,2,2,8,422,New Customers,0,Loyal Customers
12487,72,23,378.98,1,1,3,5,113,Hibernating,2,Lost
12488,21,38,421.86,4,5,4,13,454,Champions,3,Champions
12489,35,38,421.42,3,5,4,12,354,Loyal Customers,3,Champions
12490,65,39,295.96,1,5,2,8,152,Hibernating,1,At Risk
12491,6,46,521.9,5,5,5,15,555,Champions,0,Loyal Customers
12492,80,34,618.91,1,3,5,9,135,At Risk,3,Champions
12493,31,29,194.88,3,2,1,6,321,Promising,2,Lost
12494,28,38,466.36,3,5,4,12,354,Loyal Customers,3,Champions
12495,29,38,573.23,3,5,5,13,355,Loyal Customers,3,Champions
12496,22,37,471.41999999999996,4,4,5,13,445,Champions,3,Champions
12497,69,26,366.52000000000004,1,1,3,5,113,Hibernating,1,At Risk
12498,64,27,424.01,1,1,4,6,114,Hibernating,1,At Risk
12499,21,29,385.28,4,2,4,10,424,New Customers,1,At Risk
12500,57,41,576.29,1,5,5,11,155,Cannot Lose Them,3,Champions
12501,45,28,243.21,2,1,1,4,211,Lost,2,Lost
12502,8,34,309.21,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
12503,38,36,383.93,3,4,4,11,344,Loyal Customers,1,At Risk
12504,22,47,592.17,4,5,5,14,455,Champions,3,Champions
12505,24,37,420.44,4,4,4,12,444,Champions,3,Champions
12506,18,40,311.43,4,5,2,11,452,Potential Loyalists,0,Loyal Customers
12507,45,42,488.57,2,5,5,12,255,Cannot Lose Them,3,Champions
12508,31,39,320.72,3,5,2,10,352,Potential Loyalists,3,Champions
12509,21,39,334.22999999999996,4,5,3,12,453,Loyal Customers,3,Champions
12510,39,32,287.08,3,3,2,8,332,Potential Loyalists,1,At Risk
12511,51,46,603.13,2,5,5,12,255,Cannot Lose Them,3,Champions
12512,13,40,697.44,5,5,5,15,555,Champions,3,Champions
12513,60,37,297.39,1,4,2,7,142,Hibernating,1,At Risk
12514,71,25,337.95,1,1,3,5,113,Hibernating,1,At Risk
12515,18,21,326.08,4,1,3,8,413,New Customers,2,Lost
12516,74,32,243.70999999999998,1,3,1,5,131,Hibernating,1,At Risk
12517,77,34,248.53,1,3,1,5,131,Hibernating,1,At Risk
12518,49,42,360.21,2,5,3,10,253,At Risk,3,Champions
12519,13,35,444.84999999999997,5,4,4,13,544,Champions,0,Loyal Customers
12520,10,27,313.17,5,1,2,8,512,New Customers,0,Loyal Customers
12521,29,34,328.84,3,3,3,9,333,Loyal Customers,1,At Risk
12522,78,35,477.23,1,4,5,10,145,Cannot Lose Them,1,At Risk
12523,53,28,293.98,2,1,2,5,212,Lost,1,At Risk
12524,19,37,468.15999999999997,4,4,5,13,445,Champions,3,Champions
12525,46,35,372.65999999999997,2,4,3,9,243,At Risk,1,At Risk
12526,50,32,258.55,2,3,1,6,231,Hibernating,1,At Risk
12527,16,34,492.63,5,3,5,13,535,Loyal Customers,0,Loyal Customers
12528,31,31,304.33,3,2,2,7,322,Potential Loyalists,1,At Risk
12529,49,30,398.12,2,2,4,8,224,Hibernating,1,At Risk
12530,21,30,234.09,4,2,1,7,421,New Customers,2,Lost
12531,17,30,522.13,4,2,5,11,425,New Customers,0,Loyal Customers
12532,33,36,280.25,3,4,2,9,342,Potential Loyalists,1,At Risk
12533,37,39,445.67,3,5,4,12,354,Loyal Customers,3,Champions
12534,70,31,359.91999999999996,1,2,3,6,123,Hibernating,1,At Risk
12535,42,40,434.34999999999997,2,5,4,11,254,Cannot Lose Them,3,Champions
12536,12,36,275.76,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12537,24,34,398.82,4,3,4,11,434,Loyal Customers,3,Champions
12538,65,26,344.16999999999996,1,1,3,5,113,Hibernating,1,At Risk
12539,18,39,560.38,4,5,5,14,455,Champions,3,Champions
12540,25,36,268.91,4,4,2,10,442,Potential Loyalists,1,At Risk
12541,58,18,231.69000000000003,1,1,1,3,111,Lost,2,Lost
12542,15,38,617.12,5,5,5,15,555,Champions,3,Champions
12543,25,30,249.52,4,2,1,7,421,New Customers,2,Lost
12544,35,37,269.37,3,4,2,9,342,Potential Loyalists,1,At Risk
12545,30,32,276.43,3,3,2,8,332,Potential Loyalists,1,At Risk
12546,59,43,402.55,1,5,4,10,154,Cannot Lose Them,3,Champions
12547,36,28,178.53,3,1,1,5,311,Promising,2,Lost
12548,56,26,293.41,2,1,2,5,212,Lost,2,Lost
12549,53,29,308.03000000000003,2,2,2,6,222,Lost,1,At Risk
12550,95,33,552.95,1,3,5,9,135,At Risk,1,At Risk
12551,34,31,198.58,3,2,1,6,321,Promising,2,Lost
12552,33,39,367.85,3,5,3,11,353,Loyal Customers,3,Champions
12553,83,25,205.67,1,1,1,3,111,Lost,2,Lost
12554,72,28,160.0,1,1,1,3,111,Lost,2,Lost
12555,14,38,422.15,5,5,4,14,554,Champions,0,Loyal Customers
12556,39,38,484.12,3,5,5,13,355,Loyal Customers,3,Champions
12557,23,36,416.26,4,4,4,12,444,Champions,3,Champions
12558,37,41,317.72,3,5,2,10,352,Potential Loyalists,3,Champions
12559,67,26,337.76,1,1,3,5,113,Hibernating,1,At Risk
12560,56,28,263.61,2,1,2,5,212,Lost,2,Lost
12561,7,37,232.78,5,4,1,10,541,Hibernating,0,Loyal Customers
12562,77,24,393.29,1,1,4,6,114,Hibernating,1,At Risk
12563,5,33,608.49,5,3,5,13,535,Loyal Customers,0,Loyal Customers
12564,23,33,399.14,4,3,4,11,434,Loyal Customers,1,At Risk
12565,30,39,507.98,3,5,5,13,355,Loyal Customers,3,Champions
12566,45,26,253.9,2,1,1,4,211,Lost,2,Lost
12567,57,33,393.56,1,3,4,8,134,At Risk,1,At Risk
12568,25,26,419.58,4,1,4,9,414,New Customers,1,At Risk
12569,32,41,350.16,3,5,3,11,353,Loyal Customers,3,Champions
12570,117,22,203.23999999999998,1,1,1,3,111,Lost,2,Lost
12571,37,35,270.45,3,4,2,9,342,Potential Loyalists,1,At Risk
12572,33,40,554.12,3,5,5,13,355,Loyal Customers,3,Champions
12573,39,24,272.54,3,1,2,6,312,Promising,2,Lost
12574,31,31,332.52,3,2,3,8,323,Potential Loyalists,1,At Risk
12575,45,37,426.71000000000004,2,4,4,10,244,Cannot Lose Them,3,Champions
12576,75,36,502.05,1,4,5,10,145,Cannot Lose Them,3,Champions
12577,68,28,297.49,1,1,2,4,112,Lost,1,At Risk
12578,15,32,336.44,5,3,3,11,533,Loyal Customers,0,Loyal Customers
12579,24,36,464.79,4,4,4,12,444,Champions,3,Champions
12580,8,34,439.27,5,3,4,12,534,Loyal Customers,0,Loyal Customers
12581,15,28,309.24,5,1,2,8,512,New Customers,0,Loyal Customers
12582,28,31,415.47999999999996,3,2,4,9,324,Potential Loyalists,1,At Risk
12583,30,35,292.52,3,4,2,9,342,Potential Loyalists,1,At Risk
12584,12,31,383.59000000000003,5,2,4,11,524,New Customers,0,Loyal Customers
12585,9,27,168.26,5,1,1,7,511,New Customers,2,Lost
12586,85,28,234.2,1,1,1,3,111,Lost,2,Lost
12587,21,24,375.51,4,1,3,8,413,New Customers,2,Lost
12588,6,41,476.98,5,5,5,15,555,Champions,0,Loyal Customers
12589,22,30,261.9,4,2,2,8,422,New Customers,2,Lost
12590,104,31,379.63,1,2,3,6,123,Hibernating,1,At Risk
12591,80,35,226.99,1,4,1,6,141,Hibernating,1,At Risk
12592,33,32,251.95,3,3,1,7,331,Hibernating,1,At Risk
12593,96,32,371.1,1,3,3,7,133,At Risk,1,At Risk
12594,31,42,362.84,3,5,3,11,353,Loyal Customers,3,Champions
12595,7,43,320.77,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
12596,12,37,373.73,5,4,3,12,543,Loyal Customers,0,Loyal Customers
12597,56,33,351.36,2,3,3,8,233,At Risk,1,At Risk
12598,5,31,347.89,5,2,3,10,523,New Customers,0,Loyal Customers
12599,4,42,385.32,5,5,4,14,554,Champions,0,Loyal Customers
12600,64,23,389.02000000000004,1,1,4,6,114,Hibernating,2,Lost
12601,37,35,320.58,3,4,2,9,342,Potential Loyalists,1,At Risk
12602,41,25,219.87,2,1,1,4,211,Lost,2,Lost
12603,25,35,381.32,4,4,3,11,443,Loyal Customers,3,Champions
12604,120,20,151.43,1,1,1,3,111,Lost,2,Lost
12605,15,47,410.71,5,5,4,14,554,Champions,3,Champions
12606,37,27,451.2,3,1,4,8,314,Promising,1,At Risk
12607,19,28,166.9,4,1,1,6,411,New Customers,2,Lost
12608,56,34,404.42,2,3,4,9,234,At Risk,1,At Risk
12609,23,37,467.55,4,4,5,13,445,Champions,3,Champions
12610,50,27,265.46999999999997,2,1,2,5,212,Lost,2,Lost
12611,15,28,249.96,5,1,1,7,511,New Customers,2,Lost
12612,87,33,497.55999999999995,1,3,5,9,135,At Risk,1,At Risk
12613,24,32,230.17000000000002,4,3,1,8,431,Hibernating,2,Lost
12614,38,41,292.88,3,5,2,10,352,Potential Loyalists,1,At Risk
12615,43,23,204.95999999999998,2,1,1,4,211,Lost,2,Lost
12616,26,36,372.88,4,4,3,11,443,Loyal Customers,3,Champions
12617,69,39,616.99,1,5,5,11,155,Cannot Lose Them,3,Champions
12618,72,27,231.89,1,1,1,3,111,Lost,2,Lost
12619,13,43,396.3,5,5,4,14,554,Champions,3,Champions
12620,91,30,317.56,1,2,2,5,122,Lost,1,At Risk
12621,67,26,155.54,1,1,1,3,111,Lost,2,Lost
12622,17,30,318.61,4,2,2,8,422,New Customers,0,Loyal Customers
12623,51,37,395.05,2,4,4,10,244,Cannot Lose Them,3,Champions
12624,124,34,212.69,1,3,1,5,131,Hibernating,1,At Risk
12625,32,44,479.69,3,5,5,13,355,Loyal Customers,3,Champions
12626,48,24,270.45,2,1,2,5,212,Lost,2,Lost
12627,26,32,250.91,4,3,1,8,431,Hibernating,1,At Risk
12628,52,34,275.42,2,3,2,7,232,Hibernating,1,At Risk
12629,5,44,447.22,5,5,4,14,554,Champions,0,Loyal Customers
12630,45,39,466.74,2,5,4,11,254,Cannot Lose Them,3,Champions
12631,35,34,532.9399999999999,3,3,5,11,335,Loyal Customers,3,Champions
12632,3,25,136.5,5,1,1,7,511,New Customers,2,Lost
12633,7,28,227.19,5,1,1,7,511,New Customers,0,Loyal Customers
12634,23,36,383.74,4,4,4,12,444,Champions,3,Champions
12635,36,29,345.2,3,2,3,8,323,Potential Loyalists,1,At Risk
12636,45,36,374.96000000000004,2,4,3,9,243,At Risk,1,At Risk
12637,46,25,458.47,2,1,4,7,214,Hibernating,1,At Risk
12638,48,23,248.37,2,1,1,4,211,Lost,2,Lost
12639,28,39,567.87,3,5,5,13,355,Loyal Customers,3,Champions
12640,6,36,315.17,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12641,66,26,482.36,1,1,5,7,115,Hibernating,1,At Risk
12642,53,26,151.2,2,1,1,4,211,Lost,2,Lost
12643,13,38,399.63,5,5,4,14,554,Champions,0,Loyal Customers
12644,53,29,286.72,2,2,2,6,222,Lost,1,At Risk
12645,90,35,278.61,1,4,2,7,142,Hibernating,1,At Risk
12646,18,31,388.52,4,2,4,10,424,New Customers,0,Loyal Customers
12647,46,36,471.89,2,4,5,11,245,Cannot Lose Them,3,Champions
12648,70,44,468.87,1,5,5,11,155,Cannot Lose Them,3,Champions
12649,53,30,320.05,2,2,2,6,222,Lost,1,At Risk
12650,26,25,427.56,4,1,4,9,414,New Customers,1,At Risk
12651,24,38,563.03,4,5,5,14,455,Champions,3,Champions
12652,74,28,191.91,1,1,1,3,111,Lost,2,Lost
12653,39,23,261.4,3,1,2,6,312,Promising,2,Lost
12654,25,33,358.95,4,3,3,10,433,Loyal Customers,1,At Risk
12655,12,30,223.83,5,2,1,8,521,New Customers,0,Loyal Customers
12656,73,27,262.06,1,1,2,4,112,Lost,2,Lost
12657,18,40,399.33000000000004,4,5,4,13,454,Champions,3,Champions
12658,37,27,339.39,3,1,3,7,313,Promising,1,At Risk
12659,6,28,379.27,5,1,3,9,513,New Customers,0,Loyal Customers
12660,11,27,264.32,5,1,2,8,512,New Customers,0,Loyal Customers
12661,36,29,331.8,3,2,3,8,323,Potential Loyalists,1,At Risk
12662,26,30,250.0,4,2,1,7,421,New Customers,2,Lost
12663,8,28,224.89000000000001,5,1,1,7,511,New Customers,0,Loyal Customers
12664,30,33,255.42000000000002,3,3,1,7,331,Hibernating,1,At Risk
12665,22,36,480.19,4,4,5,13,445,Champions,3,Champions
12666,22,25,219.83,4,1,1,6,411,New Customers,2,Lost
12667,18,41,481.25,4,5,5,14,455,Champions,3,Champions
12668,47,33,834.28,2,3,5,10,235,At Risk,3,Champions
12669,29,31,239.89,3,2,1,6,321,Promising,2,Lost
12670,8,41,428.67,5,5,4,14,554,Champions,0,Loyal Customers
12671,35,41,385.27,3,5,4,12,354,Loyal Customers,3,Champions
12672,95,28,433.28000000000003,1,1,4,6,114,Hibernating,1,At Risk
12673,100,37,452.23,1,4,4,9,144,Cannot Lose Them,1,At Risk
12674,52,36,415.97,2,4,4,10,244,Cannot Lose Them,1,At Risk
12675,36,37,374.2,3,4,3,10,343,Loyal Customers,3,Champions
12676,42,39,337.66,2,5,3,10,253,At Risk,1,At Risk
12677,119,28,278.71000000000004,1,1,2,4,112,Lost,1,At Risk
12678,78,26,135.88,1,1,1,3,111,Lost,2,Lost
12679,31,28,182.72,3,1,1,5,311,Promising,2,Lost
12680,112,33,277.78,1,3,2,6,132,Hibernating,1,At Risk
12681,11,37,309.53,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12682,70,34,293.3,1,3,2,6,132,Hibernating,1,At Risk
12683,59,33,394.18,1,3,4,8,134,At Risk,1,At Risk
12684,10,37,365.53,5,4,3,12,543,Loyal Customers,0,Loyal Customers
12685,57,36,502.59999999999997,1,4,5,10,145,Cannot Lose Them,3,Champions
12686,29,33,294.81,3,3,2,8,332,Potential Loyalists,1,At Risk
12687,60,36,497.84000000000003,1,4,5,10,145,Cannot Lose Them,3,Champions
12688,102,24,188.76,1,1,1,3,111,Lost,2,Lost
12689,49,33,239.17,2,3,1,6,231,Hibernating,1,At Risk
12690,16,30,307.31,5,2,2,9,522,New Customers,0,Loyal Customers
12691,36,40,382.9,3,5,3,11,353,Loyal Customers,3,Champions
12692,4,36,263.6,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12693,8,37,625.76,5,4,5,14,545,Champions,0,Loyal Customers
12694,10,36,455.58,5,4,4,13,544,Champions,0,Loyal Customers
12695,35,33,456.53000000000003,3,3,4,10,334,Loyal Customers,1,At Risk
12696,65,21,156.14,1,1,1,3,111,Lost,2,Lost
12697,39,37,304.51,3,4,2,9,342,Potential Loyalists,1,At Risk
12698,27,31,422.72,4,2,4,10,424,New Customers,1,At Risk
12699,24,21,150.23000000000002,4,1,1,6,411,New Customers,2,Lost
12700,67,30,488.84,1,2,5,8,125,Hibernating,1,At Risk
12701,23,39,334.2,4,5,3,12,453,Loyal Customers,3,Champions
12702,52,28,321.39,2,1,3,6,213,Hibernating,1,At Risk
12703,13,33,334.67,5,3,3,11,533,Loyal Customers,0,Loyal Customers
12704,11,29,297.99,5,2,2,9,522,New Customers,0,Loyal Customers
12705,51,31,227.09,2,2,1,5,221,Lost,2,Lost
12706,127,34,528.89,1,3,5,9,135,At Risk,1,At Risk
12707,24,45,402.77,4,5,4,13,454,Champions,3,Champions
12708,24,26,274.35,4,1,2,7,412,New Customers,2,Lost
12709,30,29,237.32,3,2,1,6,321,Promising,2,Lost
12710,36,29,436.6,3,2,4,9,324,Potential Loyalists,1,At Risk
12711,47,34,403.03,2,3,4,9,234,At Risk,1,At Risk
12712,69,25,370.07,1,1,3,5,113,Hibernating,1,At Risk
12713,38,33,402.09000000000003,3,3,4,10,334,Loyal Customers,1,At Risk
12714,16,42,475.26,5,5,5,15,555,Champions,3,Champions
12715,30,33,202.66,3,3,1,7,331,Hibernating,2,Lost
12716,17,37,326.36,4,4,3,11,443,Loyal Customers,0,Loyal Customers
12717,7,31,275.18,5,2,2,9,522,New Customers,0,Loyal Customers
12718,89,27,122.74,1,1,1,3,111,Lost,2,Lost
12719,23,27,388.12,4,1,4,9,414,New Customers,1,At Risk
12720,22,38,655.21,4,5,5,14,455,Champions,3,Champions
12721,72,31,223.71,1,2,1,4,121,Lost,2,Lost
12722,5,41,469.39000000000004,5,5,5,15,555,Champions,0,Loyal Customers
12723,26,42,652.6899999999999,4,5,5,14,455,Champions,3,Champions
12724,25,35,246.3,4,4,1,9,441,Hibernating,1,At Risk
12725,38,35,376.99,3,4,3,10,343,Loyal Customers,1,At Risk
12726,31,38,487.84,3,5,5,13,355,Loyal Customers,3,Champions
12727,12,29,372.43,5,2,3,10,523,New Customers,0,Loyal Customers
12728,14,41,417.94,5,5,4,14,554,Champions,3,Champions
12729,29,33,272.32,3,3,2,8,332,Potential Loyalists,1,At Risk
12730,2,33,461.29999999999995,5,3,4,12,534,Loyal Customers,0,Loyal Customers
12731,28,36,378.96,3,4,3,10,343,Loyal Customers,3,Champions
12732,41,37,340.76,2,4,3,9,243,At Risk,1,At Risk
12733,16,33,287.06,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
12734,58,35,365.32,1,4,3,8,143,At Risk,1,At Risk
12735,4,41,581.18,5,5,5,15,555,Champions,0,Loyal Customers
12736,93,40,504.86,1,5,5,11,155,Cannot Lose Them,3,Champions
12737,24,32,398.35,4,3,4,11,434,Loyal Customers,1,At Risk
12738,56,29,199.76,2,2,1,5,221,Lost,2,Lost
12739,45,32,281.42,2,3,2,7,232,Hibernating,1,At Risk
12740,53,30,273.42,2,2,2,6,222,Lost,1,At Risk
12741,22,35,308.92,4,4,2,10,442,Potential Loyalists,0,Loyal Customers
12742,34,26,175.59,3,1,1,5,311,Promising,2,Lost
12743,10,42,343.75,5,5,3,13,553,Loyal Customers,0,Loyal Customers
12744,2,42,561.1899999999999,5,5,5,15,555,Champions,0,Loyal Customers
12745,5,37,446.5,5,4,4,13,544,Champions,0,Loyal Customers
12746,13,33,267.48,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
12747,22,36,433.42,4,4,4,12,444,Champions,3,Champions
12748,49,30,318.94,2,2,2,6,222,Lost,1,At Risk
12749,43,41,543.98,2,5,5,12,255,Cannot Lose Them,3,Champions
12750,18,29,324.12,4,2,3,9,423,New Customers,0,Loyal Customers
12751,44,35,659.21,2,4,5,11,245,Cannot Lose Them,3,Champions
12752,32,32,401.59999999999997,3,3,4,10,334,Loyal Customers,1,At Risk
12753,9,39,250.11,5,5,1,11,551,Hibernating,0,Loyal Customers
12754,6,47,543.22,5,5,5,15,555,Champions,0,Loyal Customers
12755,37,38,385.33,3,5,4,12,354,Loyal Customers,3,Champions
12756,44,33,308.53000000000003,2,3,2,7,232,Hibernating,1,At Risk
12757,17,35,245.25,4,4,1,9,441,Hibernating,0,Loyal Customers
12758,21,37,567.5600000000001,4,4,5,13,445,Champions,3,Champions
12759,63,27,224.16,1,1,1,3,111,Lost,2,Lost
12760,59,23,130.43,1,1,1,3,111,Lost,2,Lost
12761,9,30,265.81,5,2,2,9,522,New Customers,0,Loyal Customers
12762,53,31,248.72,2,2,1,5,221,Lost,1,At Risk
12763,13,41,742.4300000000001,5,5,5,15,555,Champions,3,Champions
12764,42,35,306.95,2,4,2,8,242,Hibernating,1,At Risk
12765,40,33,442.44,2,3,4,9,234,At Risk,1,At Risk
12766,79,21,221.10000000000002,1,1,1,3,111,Lost,2,Lost
12767,17,36,396.88,4,4,4,12,444,Champions,0,Loyal Customers
12768,80,34,345.15,1,3,3,7,133,At Risk,1,At Risk
12769,13,27,393.7,5,1,4,10,514,New Customers,0,Loyal Customers
12770,20,24,251.78,4,1,1,6,411,New Customers,2,Lost
12771,20,44,629.0,4,5,5,14,455,Champions,3,Champions
12772,9,32,218.27,5,3,1,9,531,Hibernating,0,Loyal Customers
12773,78,30,299.40999999999997,1,2,2,5,122,Lost,1,At Risk
12774,27,39,434.93,4,5,4,13,454,Champions,3,Champions
12775,37,30,463.19,3,2,4,9,324,Potential Loyalists,1,At Risk
12776,40,36,295.37,2,4,2,8,242,Hibernating,1,At Risk
12777,25,27,507.82,4,1,5,10,415,New Customers,1,At Risk
12778,22,23,126.39999999999999,4,1,1,6,411,New Customers,2,Lost
12779,39,23,207.46,3,1,1,5,311,Promising,2,Lost
12780,69,29,395.38,1,2,4,7,124,Hibernating,1,At Risk
12781,23,27,172.24,4,1,1,6,411,New Customers,2,Lost
12782,60,34,321.25,1,3,3,7,133,At Risk,1,At Risk
12783,19,41,585.0500000000001,4,5,5,14,455,Champions,3,Champions
12784,97,31,490.13,1,2,5,8,125,Hibernating,1,At Risk
12785,10,35,395.93,5,4,4,13,544,Champions,0,Loyal Customers
12786,11,37,552.5600000000001,5,4,5,14,545,Champions,0,Loyal Customers
12787,8,23,177.79,5,1,1,7,511,New Customers,2,Lost
12788,21,26,172.72,4,1,1,6,411,New Customers,2,Lost
12789,14,37,354.02,5,4,3,12,543,Loyal Customers,0,Loyal Customers
12790,13,37,306.29,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12791,31,32,272.2,3,3,2,8,332,Potential Loyalists,1,At Risk
12792,41,19,194.57,2,1,1,4,211,Lost,2,Lost
12793,32,27,347.79,3,1,3,7,313,Promising,1,At Risk
12794,44,32,266.57,2,3,2,7,232,Hibernating,1,At Risk
12795,85,24,217.92000000000002,1,1,1,3,111,Lost,2,Lost
12796,39,32,285.81,3,3,2,8,332,Potential Loyalists,1,At Risk
12797,47,32,323.09000000000003,2,3,3,8,233,At Risk,1,At Risk
12798,48,39,546.99,2,5,5,12,255,Cannot Lose Them,3,Champions
12799,42,27,214.09,2,1,1,4,211,Lost,2,Lost
12800,26,24,344.83,4,1,3,8,413,New Customers,2,Lost
12801,90,31,304.46999999999997,1,2,2,5,122,Lost,1,At Risk
12802,27,34,316.96000000000004,4,3,2,9,432,Potential Loyalists,1,At Risk
12803,47,25,223.11,2,1,1,4,211,Lost,2,Lost
12804,28,33,556.13,3,3,5,11,335,Loyal Customers,3,Champions
12805,15,38,317.0,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
12806,8,31,586.78,5,2,5,12,525,New Customers,0,Loyal Customers
12807,62,36,405.19,1,4,4,9,144,Cannot Lose Them,1,At Risk
12808,30,40,511.0,3,5,5,13,355,Loyal Customers,3,Champions
12809,47,23,206.16,2,1,1,4,211,Lost,2,Lost
12810,20,34,608.81,4,3,5,12,435,Loyal Customers,3,Champions
12811,84,34,347.95,1,3,3,7,133,At Risk,1,At Risk
12812,77,31,220.3,1,2,1,4,121,Lost,2,Lost
12813,2,29,242.76,5,2,1,8,521,New Customers,0,Loyal Customers
12814,44,36,490.12,2,4,5,11,245,Cannot Lose Them,3,Champions
12815,42,30,414.9,2,2,4,8,224,Hibernating,1,At Risk
12816,56,39,789.98,2,5,5,12,255,Cannot Lose Them,3,Champions
12817,34,32,287.92,3,3,2,8,332,Potential Loyalists,1,At Risk
12818,10,36,315.76,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
12819,23,43,406.76,4,5,4,13,454,Champions,3,Champions
12820,31,33,339.32,3,3,3,9,333,Loyal Customers,1,At Risk
12821,68,39,338.37,1,5,3,9,153,At Risk,1,At Risk
12822,59,23,332.42,1,1,3,5,113,Hibernating,2,Lost
12823,54,29,371.46,2,2,3,7,223,Hibernating,1,At Risk
12824,44,36,467.3,2,4,5,11,245,Cannot Lose Them,3,Champions
12825,46,41,346.85,2,5,3,10,253,At Risk,3,Champions
12826,69,35,373.45,1,4,3,8,143,At Risk,1,At Risk
12827,71,35,453.89,1,4,4,9,144,Cannot Lose Them,1,At Risk
12828,71,38,329.55,1,5,3,9,153,At Risk,1,At Risk
12829,21,35,433.1,4,4,4,12,444,Champions,3,Champions
12830,96,29,246.31,1,2,1,4,121,Lost,2,Lost
12831,66,24,110.14,1,1,1,3,111,Lost,2,Lost
12832,41,38,420.16999999999996,2,5,4,11,254,Cannot Lose Them,3,Champions
12833,38,41,441.55,3,5,4,12,354,Loyal Customers,3,Champions
12834,16,22,111.36,5,1,1,7,511,New Customers,2,Lost
12835,20,34,446.86,4,3,4,11,434,Loyal Customers,3,Champions
12836,31,41,413.02,3,5,4,12,354,Loyal Customers,3,Champions
12837,15,40,389.66999999999996,5,5,4,14,554,Champions,0,Loyal Customers
12838,43,43,635.12,2,5,5,12,255,Cannot Lose Them,3,Champions
12839,25,36,525.85,4,4,5,13,445,Champions,3,Champions
12840,37,29,345.67,3,2,3,8,323,Potential Loyalists,1,At Risk
12841,41,33,433.33,2,3,4,9,234,At Risk,1,At Risk
12842,25,30,354.46000000000004,4,2,3,9,423,New Customers,1,At Risk
12843,69,30,521.4499999999999,1,2,5,8,125,Hibernating,1,At Risk
12844,38,37,433.64,3,4,4,11,344,Loyal Customers,3,Champions
12845,7,33,361.84000000000003,5,3,3,11,533,Loyal Customers,0,Loyal Customers
12846,17,38,421.24,4,5,4,13,454,Champions,3,Champions
12847,46,24,326.13,2,1,3,6,213,Hibernating,2,Lost
12848,27,39,435.51,4,5,4,13,454,Champions,3,Champions
12849,28,42,513.11,3,5,5,13,355,Loyal Customers,3,Champions
12850,22,33,228.23,4,3,1,8,431,Hibernating,2,Lost
12851,31,34,306.09,3,3,2,8,332,Potential Loyalists,1,At Risk
12852,18,37,334.48,4,4,3,11,443,Loyal Customers,0,Loyal Customers
12853,23,31,217.69,4,2,1,7,421,New Customers,2,Lost
12854,17,28,267.35,4,1,2,7,412,New Customers,2,Lost
12855,14,27,214.38,5,1,1,7,511,New Customers,2,Lost
12856,62,20,332.42,1,1,3,5,113,Hibernating,2,Lost
12857,15,33,475.17,5,3,5,13,535,Loyal Customers,0,Loyal Customers
12858,10,36,454.28,5,4,4,13,544,Champions,0,Loyal Customers
12859,12,24,173.73,5,1,1,7,511,New Customers,2,Lost
12860,3,27,234.67,5,1,1,7,511,New Customers,0,Loyal Customers
12861,77,35,299.51,1,4,2,7,142,Hibernating,1,At Risk
12862,46,49,626.83,2,5,5,12,255,Cannot Lose Them,3,Champions
12863,35,34,248.61,3,3,1,7,331,Hibernating,1,At Risk
12864,57,24,366.18,1,1,3,5,113,Hibernating,2,Lost
12865,17,31,620.35,4,2,5,11,425,New Customers,3,Champions
12866,33,26,494.38,3,1,5,9,315,Promising,1,At Risk
12867,45,33,492.58,2,3,5,10,235,At Risk,3,Champions
12868,54,36,318.05,2,4,2,8,242,Hibernating,1,At Risk
12869,4,33,675.77,5,3,5,13,535,Loyal Customers,0,Loyal Customers
12870,51,37,469.87,2,4,5,11,245,Cannot Lose Them,3,Champions
